,0,1
0,ADP,by
0,DET,the
0,NOUN,Uniconer
0,VERB,can
0,VERB,mean
0,ADJ,important
0,NOUN,economies
0,ADP,in
0,NOUN,textile
0,NOUN,production
0,.,","
0,ADP,at
0,DET,the
0,ADJ,same
0,NOUN,time
0,VERB,upgrading
0,NOUN,quality
0,.,.
0,ADJ,Many
0,NOUN,mills
0,VERB,have
0,ADV,already
0,VERB,placed
0,ADJ,firm
0,NOUN,orders
0,ADP,for
0,DET,this
0,NOUN,machine
0,.,.
0,ADJ,New
0,NOUN,Unifil
0,NOUN,application
0,DET,A
0,ADJ,new
0,NOUN,application
0,ADP,for
0,DET,the
0,NOUN,Unifil
0,NOUN,loom
0,NOUN,winder
0,.,","
0,VERB,running
0,ADJ,single
0,NOUN,filling
0,ADP,for
0,NOUN,box
0,NOUN,looms
0,.,","
0,VERB,will
0,VERB,broaden
0,NOUN,mill
0,NOUN,use
0,ADP,of
0,DET,this
0,NOUN,equipment
0,.,.
0,ADJ,Take-up
0,NOUN,machines
0,DET,A
0,ADJ,new
0,VERB,spinning
0,ADJ,take-up
0,NOUN,machine
0,VERB,has
0,VERB,been
0,VERB,developed
0,PRT,to
0,VERB,facilitate
0,DET,the
0,NOUN,use
0,ADP,of
0,DET,our
0,ADJ,take-up
0,NOUN,machine
0,ADP,in
0,DET,the
0,NOUN,production
0,ADP,of
0,NOUN,thermoplastic
0,NOUN,yarns
0,.,.
0,PRON,It
0,VERB,is
0,VERB,equipped
0,ADP,with
0,ADJ,electronic
0,NOUN,controls
0,PRON,that
0,VERB,can
0,VERB,be
0,VERB,set
0,PRT,to
0,VERB,hold
0,ADJ,precise
0,NOUN,tension
0,CONJ,and
0,NOUN,speed
0,.,.
0,DET,This
0,ADJ,new
0,NOUN,machine
0,VERB,takes
0,PRT,up
0,NOUN,filament
0,NOUN,yarn
0,ADP,from
0,NOUN,spinneret
0,CONJ,or
0,NOUN,extruder
0,CONJ,and
0,VERB,winds
0,ADJ,large
0,NOUN,packages
0,ADP,at
0,NOUN,speeds
0,PRT,up
0,ADP,to
0,NUM,"6,000"
0,NOUN,feet
0,ADP,per
0,NOUN,minute
0,.,.
0,PRON,It
0,VERB,is
0,VERB,equipped
0,ADP,with
0,DET,an
0,ADJ,automatic
0,VERB,threading
0,NOUN,device
0,PRT,to
0,VERB,reduce
0,NOUN,waste
0,CONJ,and
0,VERB,handling
0,NOUN,time
0,.,.
0,DET,Our
0,ADJ,take-up
0,NOUN,machines
0,CONJ,and
0,DET,our
0,NOUN,twister-coners
0,VERB,are
0,VERB,undergoing
0,ADJ,important
0,NOUN,pilot
0,NOUN,plant
0,NOUN,testing
0,ADP,for
0,NOUN,application
0,ADP,with
0,ADJ,new
0,ADJ,high
0,NOUN,polymer
0,NOUN,yarns
0,.,","
0,ADP,in
0,ADJ,several
0,NOUN,fiber
0,VERB,producing
0,NOUN,plants
0,.,.
0,PRON,We
0,VERB,look
0,ADV,forward
0,ADP,to
0,DET,a
0,ADJ,stronger
0,NOUN,position
0,ADP,in
0,DET,this
0,VERB,expanding
0,NOUN,field
0,.,.
0,NOUN,Diversification
0,NOUN,plans
0,PRON,We
0,VERB,are
0,VERB,interested
0,ADP,in
0,ADJ,further
0,NOUN,diversification
0,ADP,into
0,ADJ,other
0,NOUN,fields
0,ADP,of
0,NOUN,capital
0,NOUN,goods
0,.,","
0,CONJ,or
0,NOUN,components
0,ADP,for
0,ADJ,industrial
0,NOUN,products
0,.,","
0,CONJ,and
0,VERB,have
0,ADV,recently
0,VERB,intensified
0,DET,our
0,NOUN,efforts
0,ADP,in
0,DET,that
0,NOUN,direction
0,.,.
0,NOUN,Patterson
0,NOUN,Moos
0,NOUN,research
0,DET,Our
0,NOUN,Patterson
0,NOUN,Moos
0,NOUN,Research
0,NOUN,Division
0,VERB,has
0,VERB,made
0,ADJ,further
0,ADV,very
0,ADJ,encouraging
0,NOUN,progress
0,ADP,in
0,NOUN,development
0,ADP,of
0,NOUN,fuel
0,NOUN,cells
0,.,.
0,DET,The
0,NOUN,cooperation
0,ADP,of
0,DET,our
0,ADJ,exclusive
0,ADJ,American
0,NOUN,licensee
0,.,","
0,NOUN,Pratt
0,CONJ,&
0,NOUN,Whitney
0,NOUN,Aircraft
0,NOUN,Division
0,ADP,of
0,VERB,United
0,NOUN,Aircraft
0,NOUN,Corporation
0,.,","
0,VERB,has
0,VERB,been
0,ADJ,important
0,ADP,in
0,DET,this
0,NOUN,work
0,.,.
0,ADP,In
0,NOUN,addition
0,ADP,to
0,DET,its
0,ADJ,major
0,NOUN,effort
0,ADP,on
0,NOUN,fuel
0,NOUN,cells
0,.,","
0,NOUN,Patterson
0,NOUN,Moos
0,NOUN,Research
0,NOUN,Division
0,VERB,is
0,VERB,continuing
0,PRT,to
0,VERB,carry
0,PRT,on
0,NOUN,research
0,ADP,in
0,ADJ,other
0,NOUN,fields
0,.,","
0,DET,both
0,ADP,under
0,NOUN,contract
0,ADP,for
0,DET,the
0,NOUN,Defense
0,NOUN,Department
0,.,","
0,ADJ,other
0,NOUN,government
0,NOUN,agencies
0,CONJ,and
0,ADP,for
0,DET,our
0,ADJ,own
0,NOUN,account
0,.,.
0,NOUN,PMR
0,VERB,is
0,ADV,currently
0,VERB,supplying
0,NOUN,components
0,ADJ,vital
0,ADP,to
0,DET,the
0,NOUN,Titan
0,CONJ,and
0,NOUN,Minuteman
0,NOUN,programs
0,.,.
0,PRON,We
0,VERB,have
0,ADV,recently
0,VERB,entered
0,ADP,into
0,DET,an
0,NOUN,agreement
0,ADP,with
0,X,Compagnie
0,X,Generale
0,X,De
0,X,Telegraphie
0,X,Sans
0,X,Fil
0,.,(
0,NOUN,CSF
0,.,)
0,ADP,of
0,NOUN,France
0,ADP,for
0,DET,the
0,ADJ,exclusive
0,NOUN,exchange
0,ADP,of
0,ADJ,technical
0,NOUN,information
0,ADP,on
0,ADJ,thermoelectric
0,NOUN,materials
0,.,.
0,DET,The
0,NOUN,agreement
0,VERB,gives
0,PRON,us
0,NOUN,rights
0,ADP,for
0,VERB,manufacturing
0,CONJ,and
0,NOUN,marketing
0,ADP,of
0,ADJ,such
0,NOUN,materials
0,ADP,in
0,DET,the
0,VERB,United
0,NOUN,States
0,.,.
0,ADV,Initially
0,PRON,we
0,VERB,will
0,VERB,import
0,DET,the
0,ADJ,thermoelectric
0,NOUN,materials
0,CONJ,and
0,NOUN,modules
0,ADP,from
0,NOUN,France
0,CONJ,but
0,ADV,later
0,PRON,we
0,VERB,will
0,VERB,manufacture
0,ADP,in
0,DET,this
0,NOUN,country
0,.,.
0,PRT,There
0,VERB,is
0,DET,a
0,ADV,rapidly
0,VERB,growing
0,NOUN,demand
0,ADP,for
0,DET,this
0,NOUN,material
0,.,","
0,ADV,primarily
0,ADP,from
0,DET,the
0,NOUN,military
0,.,.
0,ADJ,Further
0,NOUN,research
0,.,","
0,PRON,we
0,VERB,believe
0,.,","
0,VERB,will
0,VERB,develop
0,ADJ,important
0,ADJ,commercial
0,NOUN,applications
0,.,.
0,DET,A
0,NOUN,project
0,ADP,for
0,DET,the
0,NOUN,Air
0,NOUN,Force
0,VERB,has
0,VERB,been
0,VERB,completed
0,ADP,in
0,DET,which
0,DET,the
0,NOUN,NAIR
0,ADJ,infrared
0,VERB,detecting
0,NOUN,device
0,VERB,was
0,VERB,developed
0,ADP,for
0,NOUN,area
0,NOUN,monitoring
0,ADP,of
0,ADJ,noxious
0,CONJ,or
0,ADJ,dangerous
0,NOUN,gases
0,.,.
0,PRON,We
0,VERB,are
0,VERB,initiating
0,NOUN,research
0,ADP,on
0,DET,the
0,NOUN,use
0,ADP,of
0,ADJ,solid
0,NOUN,state
0,NOUN,materials
0,ADP,for
0,ADJ,infrared
0,NOUN,detection
0,VERB,using
0,DET,a
0,NOUN,method
0,DET,which
0,VERB,will
0,ADV,not
0,VERB,require
0,VERB,cooling
0,ADP,of
0,NOUN,materials
0,PRT,to
0,VERB,attain
0,ADJ,high
0,NOUN,sensitivity
0,.,.
0,DET,The
0,ADJ,rapid
0,NOUN,advance
0,ADP,in
0,NOUN,science
0,NOUN,today
0,VERB,suggests
0,ADJ,many
0,ADJ,other
0,NOUN,avenues
0,ADP,of
0,NOUN,investigation
0,.,.
0,DET,Our
0,NOUN,plan
0,VERB,is
0,PRT,to
0,VERB,keep
0,ADV,abreast
0,ADP,of
0,DET,these
0,NOUN,advances
0,.,","
0,CONJ,and
0,VERB,select
0,ADP,for
0,NOUN,development
0,DET,those
0,NOUN,fields
0,DET,which
0,VERB,seem
0,ADV,most
0,ADJ,promising
0,ADP,for
0,DET,our
0,ADJ,special
0,NOUN,capabilities
0,.,.
0,ADJ,New
0,NOUN,plant
0,NOUN,facilities
0,ADV,Early
0,ADP,in
0,NOUN,August
0,PRON,we
0,VERB,broke
0,NOUN,ground
0,ADP,for
0,DET,a
0,ADJ,new
0,NOUN,"$3,500,000"
0,NOUN,plant
0,ADP,in
0,NOUN,Warwick
0,.,","
0,NOUN,Rhode
0,NOUN,Island
0,.,","
0,DET,which
0,VERB,will
0,VERB,house
0,DET,our
0,NOUN,textile
0,CONJ,and
0,NOUN,coil
0,VERB,winding
0,NOUN,machinery
0,NOUN,operations
0,.,.
0,NOUN,Construction
0,VERB,is
0,ADV,well
0,ADV,along
0,.,","
0,CONJ,and
0,DET,the
0,NOUN,plant
0,VERB,is
0,VERB,scheduled
0,ADP,for
0,NOUN,completion
0,ADP,in
0,NOUN,November
0,ADP,of
0,DET,this
0,NOUN,year
0,.,.
0,PRT,All
0,NOUN,operations
0,ADV,now
0,VERB,carried
0,PRT,on
0,ADP,at
0,DET,our
0,NOUN,plant
0,ADP,at
0,NOUN,Cranston
0,VERB,will
0,VERB,be
0,VERB,transferred
0,ADP,to
0,NOUN,Warwick
0,.,.
0,NOUN,Operations
0,ADP,in
0,DET,the
0,ADJ,new
0,NOUN,plant
0,VERB,should
0,VERB,be
0,VERB,producing
0,ADV,efficiently
0,ADV,early
0,ADP,in
0,NUM,1962
0,.,.
0,DET,An
0,NOUN,architect's
0,NOUN,sketch
0,ADP,of
0,DET,the
0,ADJ,new
0,NOUN,plant
0,VERB,is
0,VERB,shown
0,ADP,on
0,DET,the
0,ADJ,front
0,NOUN,cover
0,.,.
0,DET,The
0,NOUN,building
0,VERB,will
0,VERB,contain
0,NUM,"430,000"
0,ADJ,square
0,NOUN,feet
0,.,","
0,ADV,approximately
0,DET,the
0,ADJ,same
0,ADP,as
0,DET,our
0,ADJ,present
0,NOUN,plant
0,.,.
0,ADV,However
0,.,","
0,DET,its
0,ADJ,modern
0,ADJ,one-story
0,NOUN,layout
0,VERB,is
0,VERB,designed
0,PRT,to
0,VERB,increase
0,DET,our
0,NOUN,production
0,NOUN,capacity
0,.,","
0,VERB,permit
0,ADV,more
0,ADJ,efficient
0,NOUN,manufacturing
0,.,","
0,CONJ,and
0,ADV,substantially
0,VERB,reduce
0,ADJ,current
0,NOUN,repair
0,CONJ,and
0,NOUN,maintenance
0,NOUN,costs
0,.,.
0,DET,A
0,ADJ,major
0,NOUN,consideration
0,ADP,in
0,DET,the
0,NOUN,choice
0,ADP,of
0,DET,the
0,NOUN,Warwick
0,NOUN,site
0,.,","
0,NUM,four
0,NOUN,miles
0,ADP,from
0,NOUN,Cranston
0,.,","
0,VERB,was
0,DET,the
0,NOUN,fact
0,ADP,that
0,PRON,it
0,VERB,permits
0,NOUN,retention
0,ADP,of
0,DET,our
0,ADJ,present
0,VERB,trained
0,CONJ,and
0,ADV,highly
0,ADJ,skilled
0,NOUN,work
0,NOUN,force
0,.,.
0,PRON,We
0,VERB,have
0,VERB,entered
0,ADP,into
0,DET,an
0,NOUN,agreement
0,ADP,for
0,DET,the
0,NOUN,sale
0,ADP,of
0,DET,the
0,ADJ,present
0,NOUN,Cranston
0,NOUN,properties
0,.,","
0,ADJ,effective
0,ADV,as
0,ADV,soon
0,ADP,as
0,PRON,we
0,VERB,have
0,VERB,completed
0,NOUN,removal
0,ADP,to
0,DET,our
0,ADJ,new
0,NOUN,plant
0,.,.
0,ADJ,British
0,NOUN,subsidiary
0,ADP,During
0,DET,the
0,NOUN,year
0,DET,our
0,ADJ,British
0,NOUN,subsidiary
0,.,","
0,NOUN,Leesona-Holt
0,.,","
0,VERB,Limited
0,.,","
0,VERB,expanded
0,DET,its
0,NOUN,plant
0,ADP,in
0,NOUN,Darwen
0,.,","
0,NOUN,England
0,.,","
0,CONJ,and
0,VERB,added
0,NOUN,machine
0,NOUN,tool
0,NOUN,capacity
0,.,.
0,DET,The
0,NOUN,operations
0,ADP,of
0,DET,its
0,ADJ,other
0,NOUN,plant
0,ADP,in
0,NOUN,Rochdale
0,CONJ,and
0,NOUN,Leesona's
0,ADJ,former
0,NOUN,operations
0,ADP,in
0,NOUN,Manchester
0,VERB,were
0,VERB,transferred
0,ADP,to
0,DET,a
0,ADV,recently
0,VERB,acquired
0,NOUN,plant
0,ADP,in
0,DET,the
0,VERB,adjoining
0,NOUN,town
0,ADP,of
0,NOUN,Heywood
0,.,.
0,NOUN,Layout
0,CONJ,and
0,NOUN,equipment
0,VERB,were
0,VERB,modernized
0,CONJ,and
0,VERB,improved
0,PRT,to
0,VERB,obtain
0,VERB,increased
0,NOUN,production
0,ADP,on
0,DET,an
0,ADJ,efficient
0,NOUN,basis
0,.,.
0,DET,The
0,NOUN,area
0,ADJ,available
0,ADP,at
0,NOUN,Heywood
0,VERB,is
0,ADV,approximately
0,NUM,three
0,NOUN,times
0,DET,the
0,NOUN,size
0,ADP,of
0,DET,the
0,ADJ,former
0,NOUN,Rochdale
0,CONJ,and
0,NOUN,Manchester
0,NOUN,locations
0,.,.
0,ADP,In
0,NOUN,addition
0,.,","
0,NOUN,land
0,VERB,has
0,VERB,been
0,VERB,purchased
0,PRT,to
0,VERB,permit
0,VERB,doubling
0,DET,the
0,NOUN,size
0,ADP,of
0,DET,the
0,NOUN,plant
0,ADP,in
0,DET,the
0,NOUN,future
0,.,.
0,ADJ,Financial
0,NOUN,developments
0,DET,The
0,ADJ,new
0,NOUN,Warwick
0,NOUN,plant
0,VERB,is
0,VERB,being
0,VERB,built
0,ADP,at
0,DET,our
0,NOUN,expense
0,CONJ,and
0,ADP,under
0,DET,our
0,NOUN,direction
0,.,.
0,PRON,It
0,VERB,will
0,VERB,be
0,VERB,transfered
0,ADP,on
0,NOUN,completion
0,ADP,to
0,DET,The
0,ADJ,Industrial
0,NOUN,Foundation
0,ADP,of
0,NOUN,Rhode
0,NOUN,Island
0,.,","
0,DET,a
0,ADJ,non-profit
0,NOUN,organization
0,.,","
0,DET,which
0,VERB,will
0,VERB,reimburse
0,PRON,us
0,ADP,for
0,DET,the
0,NOUN,cost
0,ADP,of
0,NOUN,construction
0,.,.
0,PRON,We
0,VERB,will
0,ADV,then
0,VERB,occupy
0,DET,the
0,ADJ,new
0,NOUN,plant
0,ADP,under
0,NOUN,lease
0,.,","
0,ADP,with
0,DET,an
0,NOUN,option
0,PRT,to
0,VERB,purchase
0,.,.
0,DET,These
0,NOUN,arrangements
0,VERB,are
0,.,","
0,ADP,in
0,DET,our
0,NOUN,opinion
0,.,","
0,ADV,very
0,ADJ,favorable
0,ADP,to
0,NOUN,Leesona
0,.,.
0,ADJ,Interim
0,NOUN,financing
0,ADP,of
0,NOUN,construction
0,NOUN,costs
0,VERB,is
0,VERB,provided
0,ADP,by
0,DET,a
0,ADJ,short
0,NOUN,term
0,NOUN,loan
0,ADP,from
0,DET,The
0,NOUN,Chase
0,NOUN,Manhattan
0,NOUN,Bank
0,.,.
0,ADP,In
0,NOUN,addition
0,ADP,to
0,NOUN,expenditures
0,ADP,on
0,DET,the
0,NOUN,Warwick
0,NOUN,plant
0,.,","
0,PRON,we
0,VERB,have
0,VERB,invested
0,ADV,approximately
0,NOUN,"$1,961,000"
0,ADP,for
0,NOUN,machinery
0,CONJ,and
0,NOUN,equipment
0,ADP,at
0,NOUN,Cranston
0,.,","
0,CONJ,and
0,ADP,for
0,ADJ,new
0,NOUN,machinery
0,.,","
0,NOUN,plant
0,CONJ,and
0,NOUN,equipment
0,ADP,at
0,NOUN,Leesona-Holt
0,.,","
0,VERB,Limited
0,.,.
0,PRON,We
0,VERB,believe
0,ADP,that
0,DET,these
0,VERB,improved
0,NOUN,facilities
0,VERB,will
0,VERB,contribute
0,NOUN,income
0,CONJ,and
0,VERB,effect
0,NOUN,savings
0,DET,which
0,VERB,will
0,ADV,fully
0,VERB,justify
0,DET,the
0,NOUN,investment
0,.,.
0,ADJ,Long
0,NOUN,term
0,NOUN,loans
0,VERB,have
0,VERB,been
0,VERB,reduced
0,ADP,by
0,NOUN,"$395,000"
0,ADP,to
0,NOUN,"$2,461,000"
0,.,.
0,NOUN,Inventories
0,VERB,increased
0,NOUN,"$625,561"
0,ADP,to
0,NOUN,"$8,313,514"
0,ADP,during
0,DET,the
0,NOUN,year
0,CONJ,and
0,VERB,should
0,VERB,decline
0,ADP,in
0,VERB,coming
0,NOUN,months
0,.,.
0,ADV,Thus
0,PRON,we
0,VERB,enter
0,NUM,1961
0,ADP,in
0,DET,a
0,ADJ,strong
0,ADJ,financial
0,NOUN,position
0,.,.
0,NOUN,Employee
0,NOUN,contracts
0,ADP,In
0,NOUN,accordance
0,ADP,with
0,DET,the
0,ADJ,two-year
0,NOUN,contract
0,VERB,signed
0,ADP,in
0,NOUN,May
0,.,","
0,NUM,1959
0,.,","
0,ADP,with
0,DET,the
0,ADJ,International
0,NOUN,Association
0,ADP,of
0,NOUN,Machinists
0,.,","
0,NOUN,AFL-CIO
0,.,","
0,NOUN,wages
0,ADP,of
0,ADJ,hourly
0,NOUN,employees
0,VERB,were
0,VERB,increased
0,ADP,by
0,NOUN,4%
0,ADP,in
0,NOUN,May
0,.,","
0,NUM,1960
0,.,","
0,CONJ,and
0,NOUN,pay
0,NOUN,levels
0,ADP,for
0,ADJ,non-exempt
0,ADJ,salaried
0,NOUN,employees
0,VERB,were
0,VERB,increased
0,ADV,proportionately
0,.,.
0,ADP,In
0,NOUN,addition
0,.,","
0,ADJ,Blue
0,NOUN,Cross
0,NOUN,coverage
0,ADP,for
0,PRT,all
0,NOUN,employees
0,CONJ,and
0,DET,their
0,NOUN,dependents
0,VERB,was
0,VERB,extended
0,PRT,to
0,VERB,provide
0,DET,the
0,ADJ,full
0,NOUN,cost
0,ADP,of
0,ADJ,semi-private
0,NOUN,hospital
0,NOUN,accommodations
0,.,.
0,NOUN,Personnel
0,NOUN,benefits
0,ADP,In
0,NOUN,addition
0,ADP,to
0,ADJ,direct
0,NOUN,salaries
0,CONJ,and
0,NOUN,wages
0,.,","
0,DET,the
0,NOUN,Company
0,VERB,paid
0,CONJ,or
0,VERB,accrued
0,ADP,during
0,DET,the
0,NOUN,year
0,DET,the
0,VERB,following
0,NOUN,amounts
0,ADP,for
0,DET,the
0,NOUN,benefit
0,ADP,of
0,NOUN,employees
0,.,:
0,ADP,During
0,DET,the
0,NOUN,pension
0,NOUN,year
0,VERB,ended
0,NOUN,December
0,NUM,31
0,.,","
0,NUM,1960
0,.,","
0,NUM,23
0,NOUN,employees
0,VERB,retired
0,.,","
0,VERB,making
0,DET,a
0,NOUN,total
0,ADP,of
0,NUM,171
0,ADV,currently
0,VERB,retired
0,ADP,under
0,DET,the
0,NOUN,Company's
0,NOUN,pension
0,NOUN,plan
0,.,.
0,ADP,At
0,NOUN,December
0,NUM,13
0,.,","
0,NUM,1960
0,DET,the
0,NOUN,fund
0,VERB,held
0,ADP,by
0,DET,the
0,ADJ,Industrial
0,ADJ,National
0,NOUN,Bank
0,ADP,of
0,NOUN,Providence
0,.,","
0,ADP,as
0,NOUN,trustee
0,ADP,for
0,NOUN,payment
0,ADP,of
0,ADJ,past
0,CONJ,and
0,ADJ,future
0,NOUN,service
0,NOUN,pensions
0,ADP,to
0,VERB,qualified
0,NOUN,members
0,ADP,of
0,DET,the
0,NOUN,plan
0,.,","
0,VERB,totaled
0,NOUN,"$2,412,616"
0,.,.
0,DET,The
0,ADJ,basic
0,NOUN,market
0,ADP,for
0,NOUN,textiles
0,VERB,is
0,VERB,growing
0,ADP,with
0,DET,the
0,NOUN,expansion
0,ADP,of
0,DET,the
0,NOUN,population
0,PRON,that
0,VERB,began
0,NUM,20
0,NOUN,years
0,ADV,ago
0,.,.
0,DET,Another
0,NOUN,growth
0,NOUN,factor
0,VERB,is
0,VERB,increased
0,NOUN,consumer
0,NOUN,demand
0,ADP,for
0,ADJ,better
0,NOUN,quality
0,CONJ,and
0,ADJ,larger
0,NOUN,quantities
0,ADP,of
0,NOUN,fabrics
0,PRON,that
0,VERB,go
0,ADP,with
0,DET,a
0,VERB,rising
0,NOUN,standard
0,ADP,of
0,VERB,living
0,.,.
0,ADP,As
0,ADP,in
0,ADJ,many
0,ADJ,other
0,NOUN,industries
0,.,","
0,VERB,rising
0,NOUN,costs
0,CONJ,and
0,ADJ,intense
0,NOUN,competition
0,.,","
0,DET,both
0,ADJ,domestic
0,CONJ,and
0,ADJ,foreign
0,.,","
0,VERB,have
0,VERB,exerted
0,VERB,increasing
0,NOUN,pressure
0,ADP,on
0,NOUN,earnings
0,ADP,of
0,DET,the
0,NOUN,textile
0,NOUN,industry
0,ADP,in
0,ADJ,recent
0,NOUN,years
0,.,.
0,VERB,Increased
0,NOUN,efficiency
0,ADP,In
0,NOUN,textiles
0,.,","
0,ADP,as
0,ADV,elsewhere
0,.,","
0,DET,a
0,ADJ,major
0,NOUN,part
0,ADP,of
0,DET,the
0,NOUN,solution
0,VERB,lies
0,ADP,in
0,ADJ,greater
0,NOUN,efficiency
0,CONJ,and
0,ADJ,higher
0,NOUN,productivity
0,.,.
0,ADP,As
0,DET,a
0,NOUN,designer
0,CONJ,and
0,NOUN,manufacturer
0,ADP,of
0,NOUN,textile
0,NOUN,production
0,NOUN,machinery
0,.,","
0,NOUN,Leesona
0,CONJ,and
0,ADJ,other
0,NOUN,companies
0,ADP,in
0,DET,its
0,NOUN,industry
0,VERB,have
0,VERB,sought
0,PRT,to
0,VERB,meet
0,DET,this
0,NOUN,challenge
0,ADP,with
0,ADJ,new
0,CONJ,or
0,VERB,improved
0,NOUN,equipment
0,CONJ,and
0,NOUN,methods
0,PRON,that
0,VERB,would
0,VERB,increase
0,NOUN,production
0,.,","
0,CONJ,yet
0,VERB,maintain
0,DET,both
0,NOUN,quality
0,CONJ,and
0,NOUN,flexibility
0,.,.
0,NOUN,Problems
0,ADP,of
0,VERB,shifting
0,NOUN,styles
0,DET,The
0,NOUN,problem
0,ADP,of
0,ADJ,efficient
0,NOUN,production
0,ADP,in
0,NOUN,textiles
0,VERB,is
0,VERB,complicated
0,ADP,by
0,DET,the
0,NOUN,fact
0,ADP,that
0,DET,the
0,NOUN,industry
0,VERB,serves
0,ADJ,large
0,NOUN,markets
0,DET,which
0,VERB,shift
0,ADV,quickly
0,ADP,with
0,NOUN,changes
0,ADP,of
0,NOUN,fashion
0,ADP,in
0,NOUN,apparel
0,CONJ,or
0,NOUN,home
0,NOUN,decoration
0,.,.
0,NOUN,Production
0,VERB,must
0,VERB,be
0,VERB,adjusted
0,ADV,accordingly
0,.,","
0,ADP,at
0,ADJ,minimum
0,NOUN,cost
0,CONJ,and
0,ADV,quickly
0,.,.
0,ADP,In
0,NOUN,addition
0,.,","
0,NOUN,production
0,NOUN,machinery
0,VERB,must
0,ADP,in
0,ADJ,many
0,NOUN,cases
0,VERB,be
0,VERB,designed
0,PRT,to
0,VERB,handle
0,ADP,with
0,ADJ,equal
0,NOUN,efficiency
0,DET,both
0,ADJ,natural
0,NOUN,fibers
0,CONJ,and
0,DET,the
0,VERB,increasing
0,NOUN,number
0,ADP,of
0,NOUN,synthetics
0,.,","
0,ADV,as
0,ADV,well
0,ADP,as
0,NOUN,blends
0,.,.
0,ADP,Following
0,DET,the
0,NOUN,term
0,ADP,of
0,NOUN,service
0,ADP,in
0,NOUN,Japan
0,.,","
0,DET,each
0,NOUN,emissary
0,VERB,returns
0,ADP,for
0,DET,a
0,ADJ,brief
0,NOUN,visit
0,ADP,to
0,DET,the
0,NOUN,campus
0,PRT,to
0,VERB,interpret
0,DET,his
0,NOUN,experience
0,ADP,to
0,DET,the
0,NOUN,college
0,NOUN,community
0,.,.
0,DET,The
0,NOUN,Carleton
0,NOUN,Service
0,NOUN,Fund
0,VERB,provides
0,DET,the
0,ADJ,financial
0,NOUN,support
0,ADP,for
0,DET,this
0,NOUN,program
0,.,.
0,ADJ,Musical
0,NOUN,activities
0,DET,the
0,NOUN,college
0,VERB,was
0,NUM,one
0,ADP,of
0,DET,the
0,ADJ,first
0,PRT,to
0,VERB,recognize
0,DET,the
0,NOUN,importance
0,ADP,of
0,NOUN,music
0,ADV,not
0,ADV,only
0,ADP,as
0,DET,a
0,ADJ,definite
0,NOUN,part
0,ADP,of
0,DET,the
0,NOUN,curriculum
0,CONJ,but
0,ADP,as
0,DET,a
0,ADJ,vital
0,NOUN,adjunct
0,ADP,to
0,NOUN,campus
0,NOUN,life
0,.,.
0,ADJ,Extensive
0,NOUN,facilities
0,ADP,for
0,NOUN,group
0,NOUN,performance
0,VERB,are
0,VERB,provided
0,ADP,by
0,VERB,maintaining
0,.,","
0,ADP,under
0,ADJ,skilled
0,NOUN,direction
0,.,","
0,DET,the
0,NOUN,Choir
0,.,","
0,DET,the
0,NOUN,Orchestra
0,.,","
0,DET,the
0,NOUN,Band
0,.,","
0,DET,the
0,NOUN,Glee
0,NOUN,Club
0,.,","
0,CONJ,and
0,ADJ,smaller
0,NOUN,ensembles
0,ADP,of
0,NOUN,wind
0,CONJ,and
0,NOUN,string
0,NOUN,players
0,.,.
0,PRT,All
0,NOUN,students
0,VERB,are
0,VERB,invited
0,PRT,to
0,VERB,participate
0,ADP,in
0,DET,any
0,ADP,of
0,DET,the
0,ADJ,musical
0,NOUN,organizations
0,ADP,for
0,DET,which
0,PRON,they
0,VERB,qualify
0,.,.
0,NOUN,Orchestra
0,.,","
0,NOUN,Band
0,.,","
0,CONJ,and
0,NOUN,Choir
0,VERB,have
0,NOUN,auditions
0,ADP,during
0,DET,the
0,NOUN,week
0,VERB,preceding
0,DET,the
0,ADJ,first
0,NOUN,day
0,ADP,of
0,NOUN,classes
0,.,.
0,DET,The
0,NOUN,Glee
0,NOUN,Club
0,VERB,is
0,ADJ,open
0,ADP,to
0,PRT,all
0,NOUN,students
0,CONJ,and
0,NOUN,faculty
0,ADP,with
0,DET,no
0,NOUN,auditions
0,ADJ,necessary
0,ADP,for
0,NOUN,membership
0,.,.
0,ADP,In
0,NOUN,addition
0,ADP,to
0,DET,the
0,ADJ,many
0,NOUN,appearances
0,ADP,of
0,DET,these
0,NOUN,organizations
0,ADP,throughout
0,DET,the
0,NOUN,college
0,NOUN,year
0,.,","
0,PRT,there
0,VERB,are
0,NOUN,concerts
0,ADP,by
0,NOUN,students
0,ADP,of
0,DET,the
0,NOUN,music
0,NOUN,department
0,.,","
0,ADP,by
0,NOUN,members
0,ADP,of
0,DET,the
0,NOUN,music
0,NOUN,faculty
0,.,","
0,CONJ,and
0,ADP,by
0,VERB,visiting
0,NOUN,artists
0,.,.
0,NOUN,Student
0,ADJ,musical
0,NOUN,organizations
0,VERB,are
0,DET,the
0,NOUN,Knights
0,ADP,of
0,NOUN,Carleton
0,CONJ,and
0,DET,the
0,NOUN,Overtones
0,.,(
0,NOUN,men's
0,ADJ,vocal
0,NOUN,groups
0,.,)
0,.,","
0,CONJ,and
0,DET,the
0,NOUN,Keynotes
0,.,(
0,DET,a
0,NOUN,women's
0,VERB,singing
0,NOUN,group
0,.,)
0,.,.
0,DET,These
0,ADJ,student-directed
0,NOUN,organizations
0,VERB,include
0,NUM,eight
0,ADP,to
